BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Only,Placement print cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",899,40% off,Westernwear-Women
De moza,Dyed cotton womens casual wear shrug - off white,"Size:Large,Medium","Rs
1499",899,40% off,Westernwear-Women
Forever new,Solid polyster high neck womens top - black,"Size:Medium,Small,X-Small","Rs
3800",1710,55% off,Westernwear-Women
Crimsoune club,Womens cream printed shirt - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1399",1119,20% off,Westernwear-Women
And,Printed viscose round neck womens top - peach,"Size:8,10,12,14,16,18","Rs
2499",1249,50% off,Westernwear-Women
Life,Embroidered smoking collar cotton womens denim shirt - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
Only,Solid cotton womens top - black,"Size:34,36,38,40,42","Rs
2499",1749,30% off,Westernwear-Women
Latin quarters,Printed polyester rayon lapel neck womens regular top - pink,"Size:S,M,L,XL,X-Small","Rs
1499",749,50% off,Westernwear-Women
Kraus,Solid tencel collar neck womens casual wear shirt - light blue,"Size:Large,Medium,Small,X-Small","Rs
1299",1169,10% off,Westernwear-Women
Rare,Colour blocked 3/4th sleeves polyester womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large","Rs
1999",899,55% off,Westernwear-Women
Marie claire,Solid viscose rayon boat neck womens top - white,"Size:Large,Medium,Small","Rs
1699",849,50% off,Westernwear-Women
And,Solid straight rayon women work wear trouser - blue mix light,"Size:26,28,30,32,34,36",Nan,2299,No Discount,Westernwear-Women
Magre,Solid polyester blend v neck womens top - wine,"Size:Large,X-Small","Rs
1490",596,60% off,Westernwear-Women
Global desi,Solid key hole neck womens tunic - pink,"Size:Medium,Small,X-Small","Rs
2799",1399,50% off,Westernwear-Women
Zink london,Checks mandarin neck cotton womens shift dress - multi,Size:Small,"Rs
2199",879,60% off,Westernwear-Women
Zink london,Womens v neck floral print flared dress - black,"Size:Small,X-Small","Rs
2299",699,70% off,Westernwear-Women
Faballey,Solid cotton square neck womens tiered dress - red,Size:X-Small,"Rs
1950",975,50% off,Westernwear-Women
Zink london,Printed polyester womens peplum dress - pink,Size:Large,"Rs
2299",699,70% off,Westernwear-Women
Van heusen,Cotton slim fit womens athleisure t-shirt - shocking pink,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,479,No Discount,Westernwear-Women
Faballey,Solid v neck polyester blend womens regular dresses - pink,"Size:X-Large,XX-Large,XXX-Large","Rs
2100",1050,50% off,Westernwear-Women
Fratini,Solid viscose round neck womens regular top - white,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1299,No Discount,Westernwear-Women
Magre,Solid polyester blend regular fit womens casual pants - navy,"Size:Medium,Small,X-Small","Rs
2390",1434,40% off,Westernwear-Women
Allen solly,Printed rayon regular neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",1499,12% off,Westernwear-Women
Faballey,Solid key hole neck cotton womens boxy fit midi dress - blue,"Size:Small,X-Large","Rs
1900",950,50% off,Westernwear-Women
Kraus,Solid cotton blend womens casual wear jacket - light olive,"Size:Large,Medium,Small,X-Large","Rs
2095",1047,50% off,Westernwear-Women
Faballey,Printed georgette v neck womens regular dress - peach,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1950",1560,20% off,Westernwear-Women
Van heusen,Womens three quarter sleeved shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1499,No Discount,Westernwear-Women
Enamor,Cotton blend womens active wear track pants - champagne,"Size:XL,Large,Medium,Small,XX-Large","Rs
1049",734,30% off,Westernwear-Women
W,Printed sleeveless viscose womens full length jumpsuit - black,"Size:6,8,10,12,14,16,18",Nan,3799,No Discount,Westernwear-Women
Vero moda,Printed v neck viscose womens midi dress - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",2449,30% off,Westernwear-Women
Insense,Half sleeves night wear womens t-shirt - pink,"Size:Medium,Small,X-Small","Rs
399",199,50% off,Westernwear-Women
Dolce crudo,Womens better than ever patch denim joggers - blue,"Size:26,28,30,32,34","Rs
2349",1057,55% off,Westernwear-Women
Vero moda,Printed viscose v neck womens dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",2099,30% off,Westernwear-Women
Allen solly,Solid cotton v neck womens top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",1019,40% off,Westernwear-Women
And,Solid collar neck viscose womens flared dresses - yellow,"Size:8,10,12,14,16,18","Rs
2499",1999,20% off,Westernwear-Women
Fratini,Printed cotton round neck womens t-shirt - butter,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,699,No Discount,Westernwear-Women
Enamor,Cotton activewear womens track pants - buff,"Size:XL,Large,Medium,Small",Nan,1499,No Discount,Westernwear-Women
Only,Stripes round neck polyester womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Westernwear-Women
Indya,Embroidered silk v neck womens regular top - maroon,"Size:Medium,Small","Rs
1700",850,50% off,Westernwear-Women
Vero moda,Printed boat neck viscose womens top - cobalt,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1439,20% off,Westernwear-Women
Jealous 21,Solid round neck cotton womens regular top - coral,"Size:Large,Medium,Small,X-Large",Nan,1099,No Discount,Westernwear-Women
And,Polka dots round neck cotton womens shift top - blue,Size:16,"Rs
1499",749,50% off,Westernwear-Women
Zink london,Floral polyester round neck womens shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",1019,40% off,Westernwear-Women
Lovegen,Womens band collar assorted front tie up denim crop top - blue,"Size:Medium,Small,X-Large","Rs
1499",449,70% off,Westernwear-Women
Only,Solid cotton round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",899,50% off,Westernwear-Women
Crimsoune club,Solid round neck poly cotton womens sweatshirt - white,"Size:Large,Small,X-Large,XX-Large","Rs
1399",699,50% off,Westernwear-Women
Dolce crudo,Womens regular fit dream come true highrise jeans light blue - light blue,"Size:26,28,30,32,34","Rs
2499",999,60% off,Westernwear-Women
Faballey,Stripes cotton scoop neck womens top - blue,Size:X-Small,"Rs
1300",650,50% off,Westernwear-Women
Levis,Stripes cotton regular womens t-shirt - purple,"Size:Large,Medium,Small,X-Small",Nan,2199,No Discount,Westernwear-Women
Zink london,Printed polyester v neck womens top - pink,"Size:Large,Medium,Small,X-Large","Rs
1799",899,50% off,Westernwear-Women
Vero moda,Printed polyester 3/4 sleeves womens three quarter length jumpsuit - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3799",3039,20% off,Westernwear-Women
Zink london,Textured polyester off shoulder womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",1079,40% off,Westernwear-Women
Faballey,Solid crepe collared womens wrap dress - green,"Size:4X-Large,X-Large,XX-Large,XXX-Large","Rs
2450",1225,50% off,Westernwear-Women
Enamor,Womens slub long shrug - grey,"Size:Large,Medium,Small","Rs
799",559,30% off,Westernwear-Women
Global desi,Floral shirt collar womens tunic - off white,"Size:XL,Large,Medium,Small,X-Small","Rs
1799",719,60% off,Westernwear-Women
Stop,Solid nr roma skinny fit womens treggings - charcoal,"Size:26,28,30,32,34,36",Nan,1299,No Discount,Westernwear-Women
Faballey,Geometric short sleeves crepe womens regular length jumpsuit - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2600",2080,20% off,Westernwear-Women
Zink london,Printed scoop neck polyester womens dresses - yellow,"Size:Large,Medium,Small,X-Small","Rs
2299",919,60% off,Westernwear-Women
Latin quarters,Solid polyester stretch mandarin womens casual jacket - navy,"Size:S,M,L,XL","Rs
3999",2799,30% off,Westernwear-Women
Zink london,Printed v neck polyester womens dresses - black,"Size:Large,Medium,Small,X-Large","Rs
2299",919,60% off,Westernwear-Women
Zink london,Solid sleeveless polyester womens jumpsuit - green,"Size:Large,Medium,Small,X-Large","Rs
2999",2399,20% off,Westernwear-Women
Fratini,Solid square neck polyester blend womens sweatshirt - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Zink london,Womens structure square neck shift dress - red,Size:XX-Large,"Rs
2399",699,71% off,Westernwear-Women
Insense,Womens  round neck  printed t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
499",249,50% off,Westernwear-Women
Life,Regular fit regular length cotton lycra womens jeans - grey,"Size:26,28,30,32,34,36","Rs
1699",849,50% off,Westernwear-Women
Only,Placement print cotton womens t-shirt - purple,"Size:Large,Medium,Small,X-Small","Rs
1999",1399,30% off,Westernwear-Women
Life,Printed cotton round neck womens regular t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
399",199,50% off,Westernwear-Women
Altlife,Regular fit thigh length cotton womens active wear shorts - bubblegum,"Size:28,30,32,34,36",Nan,499,No Discount,Westernwear-Women
Madame,Womens stripes v neck top - lemon,"Size:Large,Medium,Small,X-Large","Rs
1699",849,50% off,Westernwear-Women
Zink london,Acrylic women sweaters - natural,"Size:Large,X-Large","Rs
3999",1599,60% off,Westernwear-Women
Zink london,Polyester women regular dress - peach,Size:XX-Large,"Rs
3999",1599,60% off,Westernwear-Women
Rare,Solid collarless polyester womens casual shirt - green,"Size:Large,Medium,Small,X-Large","Rs
1590",636,60% off,Westernwear-Women
Marie claire,Printed viscose rayon v-neck womens top - multi,"Size:Large,Medium,Small","Rs
1499",674,55% off,Westernwear-Women
Allen solly,Textured polyester womens formal wear blazer - black,"Size:Large,Medium",Nan,3499,No Discount,Westernwear-Women
Allen solly,Solid viscose round neck womens knit top - olive,"Size:Large,X-Small","Rs
1599",959,40% off,Westernwear-Women
Latin quarters,Solid 100% rayon round neck womens blouson casual top - pink,Size:M,"Rs
1499",499,67% off,Westernwear-Women
Zink london,Womens off shoulder neck stripe skater dress - black,"Size:Large,Small,X-Small","Rs
2799",699,75% off,Westernwear-Women
Cover story,Printed round neck polyester womens regular top - black,Size:X-Small,"Rs
2590",990,62% off,Westernwear-Women
Sera,Womens regular fit solid round neck blouson top - black,"Size:Large,Small","Rs
1098",439,60% off,Westernwear-Women
Sera,Womens regular fit printed flared skirt - off white,"Size:Large,Medium,Small","Rs
1294",517,60% off,Westernwear-Women
Vero moda,Printed cotton square neck womens top - white,"Size:Large,Medium,Small,X-Small","Rs
1999",1399,30% off,Westernwear-Women
Levis,Graphic cotton round neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Small",Nan,1199,No Discount,Westernwear-Women
Only,Casual fit cropped cotton womens jeans - grey,"Size:Large,Medium,Small,X-Large","Rs
3999",2799,30% off,Westernwear-Women
Levis,Printed rayon collar neck womens casual shirt - peach,"Size:Large,Medium,Small,X-Large",Nan,1699,No Discount,Westernwear-Women
Vero moda,Printed shirt collar cotton womens casual shirt - white,"Size:Large,Medium,Small,X-Small","Rs
2799",1399,50% off,Westernwear-Women
Van heusen,Solid polyester collared neck womens regular fit shirt - maroon,"Size:X-Small,XX-Large","Rs
1699",999,41% off,Westernwear-Women
Adidas,Regular fit polyester womens casual shorts - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1259,30% off,Westernwear-Women
Is.u,Womens yellow pussy bow top - yellow,"Size:Large,Medium,Small,X-Small","Rs
2490",1245,50% off,Westernwear-Women
109f,Womens off shoulder neck checked top - navy,"Size:Small,X-Large","Rs
1299",519,60% off,Westernwear-Women
Stop,Solid regular neck acrylic womens pullover - olive,"Size:Medium,Small,X-Large,XX-Large","Rs
1499",749,50% off,Westernwear-Women
Enamor,Cotton blend womens active wear track pants - navy,"Size:XL,Large,Medium,Small,XX-Large","Rs
1699",1189,30% off,Westernwear-Women
Infuse,Solid tencel off shoulder womens regular fit woven top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",599,40% off,Westernwear-Women
Vero moda,Printed full sleeves polyester womens full length jumpsuits - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
5299",4239,20% off,Westernwear-Women
Only,Embroidered cotton womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2299",1609,30% off,Westernwear-Women
Insense,Womens cotton printed capri set - red,Size:Medium,"Rs
999",499,50% off,Westernwear-Women
Reebok,Slim fit reebok fitness womens tights - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2199",1099,50% off,Westernwear-Women
Vero moda,Solid flared cotton womens casual wear pants - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",2399,20% off,Westernwear-Women
Cover story,Solid round neck cotton poly spandex womens regular dress - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2290",1374,40% off,Westernwear-Women
Lovegen,Skinny fit ankle length cotton polyesterwomens jeans - pink,"Size:26,28,30,32,34,36","Rs
1899",759,60% off,Westernwear-Women
Insense,Half sleeves night wear womens t-shirt - red,"Size:Large,Medium,Small,X-Small","Rs
399",199,50% off,Westernwear-Women
Van heusen,Printed viscose v neck womens top - mid blue,"Size:Large,Medium,Small,X-Large","Rs
1699",999,41% off,Westernwear-Women
And,Stripes v-neck rayon womens regular top - multi,"Size:8,10,12,14","Rs
2099",1679,20% off,Westernwear-Women
Life,Regular fit full length cotton womens athleisure tracks - blush,"Size:28,30,32,34,36","Rs
799",399,50% off,Westernwear-Women
Pepe,Solid cotton round neck womens dress - dark blue,"Size:Large,Medium,Small,X-Large","Rs
3499",2099,40% off,Westernwear-Women
Life,Patch cotton round neck womens regular fit t-shirt - navy,"Size:Medium,Small,X-Small","Rs
499",249,50% off,Westernwear-Women
Adidas,Solid cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1599",799,50% off,Westernwear-Women
Zink london,Printed halter neck polyester womens a-line dress - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",1119,60% off,Westernwear-Women
Zink london,Polka dots square neck polyester blend womens fit and flare dress - blue,"Size:Large,Medium,X-Large,XX-Large","Rs
2299",919,60% off,Westernwear-Women
109f,Womens v neck checked top - black,"Size:Large,Medium,Small","Rs
1499",599,60% off,Westernwear-Women
Allen solly,Womens slub formal trousers - grey,"Size:28,34,36","Rs
1799",1439,20% off,Westernwear-Women
Puma,Regular polyester cotton women activewear pants - black,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2499,No Discount,Westernwear-Women
Sera,Printed round neck cotton womens fit and flare dress - navy,Size:X-Large,"Rs
1894",947,50% off,Westernwear-Women
Latin quarters,Printed v- neck 100% polyester womens high low dress - blue,Size:S,"Rs
2499",799,68% off,Westernwear-Women
Magre,Solid polyester blend regular fit womens casual pants - maroon,"Size:Large,X-Small","Rs
2390",1434,40% off,Westernwear-Women
Levis,Super skinny fit regular length cotton polyester womens jeans - indigo,"Size:26,28,30,32",Nan,2999,No Discount,Westernwear-Women
Gipsy,Printed round neck georgette womens fit and flare dress - cream,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1895,No Discount,Westernwear-Women
Zink london,Geometric polyester halter neck womens top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1599",959,40% off,Westernwear-Women
Vip,Buddy junior pack of 3 small size ast - multi,Size:Small,Nan,349,No Discount,Westernwear-Women
Magre,Solid satin cowl neck womens sheath dress - wine,Size:Medium,"Rs
3890",2139,45% off,Westernwear-Women
Vero moda,Printed cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",799,20% off,Westernwear-Women
Lovegen,Womens off shoulder solid top - navy,Size:Small,"Rs
1899",379,80% off,Westernwear-Women
Life,Stripes cotton round neck womens regular t-shirt - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
499",249,50% off,Westernwear-Women
Is.u,Solid polyester round neck womens regular top - black,"Size:Medium,Small,X-Large,X-Small,XX-Large","Rs
2190",1095,50% off,Westernwear-Women
Puma,Polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",1049,30% off,Westernwear-Women
Vero moda,Printed shirt collar modal womens casual shirt - white,"Size:Large,Medium,Small,X-Small","Rs
2499",1249,50% off,Westernwear-Women
And,Abstract polyester v-neck womens peplum top - natural,"Size:8,10,14","Rs
1699",849,50% off,Westernwear-Women
Forever new,Solid regular linen womens casual wear pants - pink,"Size:6,8,10,12,14,16","Rs
4600",3220,30% off,Westernwear-Women
Forever new,Printed polyester v neck womens regular dress - print,Size:6,"Rs
5800",4060,30% off,Westernwear-Women
